Time,QuatW,QuatX,QuatY,QuatZ,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,QuatW2,QuatX2,QuatY2,QuatZ2,AccX2,AccY2,AccZ2,GyroX2,GyroY2,GyroZ2
49166,0.56,-0.48,-0.39,-0.55,10.41,0.38,6.51,0.29,0.52,0.46,0.48,-0.49,-0.42,-0.59,6.75,0.90,-3.28,0.81,-0.58,0.27
49186,0.56,-0.48,-0.39,-0.55,10.41,0.38,6.51,0.91,-0.28,-0.23,0.48,-0.49,-0.42,-0.59,6.75,0.90,-3.28,0.68,-2.17,0.21
49206,0.56,-0.49,-0.41,-0.53,10.41,0.38,6.51,0.91,-0.28,-0.23,0.49,-0.48,-0.45,-0.57,6.75,0.90,-3.28,0.68,-2.17,0.21
49226,0.56,-0.49,-0.41,-0.53,10.41,0.38,6.51,0.66,-1.44,0.20,0.49,-0.48,-0.45,-0.57,6.75,0.90,-3.28,1.99,-1.02,-0.12
49246,0.57,-0.47,-0.42,-0.52,10.41,0.38,6.51,0.66,-1.44,0.20,0.49,-0.48,-0.48,-0.54,6.75,0.90,-3.28,1.99,-1.02,-0.12
49266,0.57,-0.47,-0.42,-0.52,10.41,0.38,6.51,0.89,0.38,0.26,0.49,-0.48,-0.48,-0.54,6.75,0.90,-3.28,1.63,-1.42,-0.15
49286,0.55,-0.50,-0.44,-0.50,10.41,0.38,6.51,0.89,0.38,0.26,0.49,-0.49,-0.50,-0.51,6.75,0.90,-3.28,1.63,-1.42,-0.15
49306,0.55,-0.50,-0.44,-0.50,10.41,0.38,6.51,-0.66,-2.63,0.04,0.49,-0.49,-0.50,-0.51,7.55,2.05,-3.13,1.63,-1.42,-0.15
49326,0.54,-0.52,-0.43,-0.50,10.41,0.38,6.51,-0.66,-2.63,0.04,0.48,-0.51,-0.51,-0.49,7.55,2.05,-3.13,1.63,-1.42,-0.15
49346,0.54,-0.52,-0.43,-0.50,7.61,-2.38,-1.61,-0.66,-2.63,0.04,0.48,-0.51,-0.51,-0.49,7.55,2.05,-3.13,0.16,-1.27,0.41
49366,0.54,-0.53,-0.44,-0.49,7.61,-2.38,-1.61,-0.66,-2.63,0.04,0.48,-0.52,-0.52,-0.48,7.55,2.05,-3.13,0.16,-1.27,0.41
49386,0.54,-0.53,-0.44,-0.49,10.41,-2.42,-1.57,-0.66,-2.63,0.04,0.48,-0.52,-0.52,-0.48,7.55,2.05,-3.13,0.05,-1.06,0.39
49406,0.53,-0.54,-0.45,-0.47,10.41,-2.42,-1.57,-0.66,-2.63,0.04,0.47,-0.53,-0.53,-0.46,7.55,2.05,-3.13,0.05,-1.06,0.39
49426,0.53,-0.54,-0.45,-0.47,10.41,-2.42,-1.57,0.16,-1.13,-0.04,0.47,-0.53,-0.53,-0.46,7.55,2.05,-3.13,0.24,-0.94,0.29
49446,0.52,-0.55,-0.46,-0.46,10.41,-2.42,-1.57,0.16,-1.13,-0.04,0.46,-0.55,-0.53,-0.45,7.55,2.05,-3.13,0.24,-0.94,0.29
49466,0.52,-0.55,-0.46,-0.46,9.61,-0.35,-1.77,0.16,-1.13,-0.04,0.46,-0.55,-0.53,-0.45,7.55,2.05,-3.13,-0.23,-0.78,0.26
49486,0.50,-0.57,-0.47,-0.45,9.61,-0.35,-1.77,0.16,-1.13,-0.04,0.45,-0.56,-0.53,-0.45,7.55,2.05,-3.13,-0.23,-0.78,0.26
49506,0.50,-0.57,-0.47,-0.45,9.33,-1.00,-2.34,0.16,-1.13,-0.04,0.45,-0.56,-0.53,-0.45,7.55,2.05,-3.13,-0.47,-0.62,0.28
49526,0.49,-0.59,-0.47,-0.44,9.33,-1.00,-2.34,0.16,-1.13,-0.04,0.45,-0.57,-0.53,-0.44,7.55,2.05,-3.13,-0.47,-0.62,0.28
49546,0.49,-0.59,-0.47,-0.44,9.18,-2.11,-2.15,0.16,-1.13,-0.04,0.45,-0.57,-0.53,-0.44,7.55,2.05,-3.13,-0.32,-0.55,0.23
49566,0.47,-0.60,-0.48,-0.43,9.18,-2.11,-2.15,0.16,-1.13,-0.04,0.44,-0.58,-0.53,-0.44,7.55,2.05,-3.13,-0.32,-0.55,0.23
49586,0.47,-0.60,-0.48,-0.43,8.99,-2.92,-2.00,0.16,-1.13,-0.04,0.44,-0.58,-0.53,-0.44,7.55,2.05,-3.13,-0.13,-0.54,0.19
49606,0.46,-0.62,-0.50,-0.41,8.99,-2.92,-2.00,0.16,-1.13,-0.04,0.43,-0.58,-0.53,-0.43,7.55,2.05,-3.13,-0.13,-0.54,0.19
49626,0.46,-0.62,-0.50,-0.41,9.33,-1.00,-2.42,0.16,-1.13,-0.04,0.43,-0.58,-0.53,-0.43,7.55,2.05,-3.13,-0.17,-0.55,0.19
49646,0.43,-0.63,-0.51,-0.39,9.33,-1.00,-2.42,0.16,-1.13,-0.04,0.43,-0.59,-0.53,-0.42,7.55,2.05,-3.13,-0.17,-0.55,0.19
49666,0.43,-0.63,-0.51,-0.39,9.33,-1.00,-2.42,-0.45,-1.65,0.07,0.43,-0.59,-0.53,-0.42,9.35,-0.44,-2.02,-0.17,-0.55,0.19
49686,0.41,-0.65,-0.52,-0.37,9.33,-1.00,-2.42,-0.45,-1.65,0.07,0.42,-0.61,-0.53,-0.42,9.35,-0.44,-2.02,-0.17,-0.55,0.19
49706,0.41,-0.65,-0.52,-0.37,8.95,-1.27,-1.31,-0.45,-1.65,0.07,0.42,-0.61,-0.53,-0.42,9.35,-0.44,-2.02,-0.42,-0.80,0.39
49726,0.38,-0.67,-0.53,-0.36,8.95,-1.27,-1.31,-0.45,-1.65,0.07,0.40,-0.62,-0.53,-0.40,9.35,-0.44,-2.02,-0.42,-0.80,0.39
49746,0.38,-0.67,-0.53,-0.36,10.06,-2.27,-0.20,-0.45,-1.65,0.07,0.40,-0.62,-0.53,-0.40,9.35,-0.44,-2.02,-0.32,-1.12,0.26
49766,0.35,-0.69,-0.52,-0.35,10.06,-2.27,-0.20,-0.45,-1.65,0.07,0.39,-0.64,-0.54,-0.39,9.35,-0.44,-2.02,-0.32,-1.12,0.26
49786,0.35,-0.69,-0.52,-0.35,10.29,-1.58,-1.61,-0.45,-1.65,0.07,0.39,-0.64,-0.54,-0.39,9.35,-0.44,-2.02,-0.11,-1.50,0.28
49806,0.33,-0.70,-0.51,-0.36,10.29,-1.58,-1.61,-0.45,-1.65,0.07,0.37,-0.66,-0.55,-0.37,9.35,-0.44,-2.02,-0.11,-1.50,0.28
49826,0.33,-0.70,-0.51,-0.36,10.29,-1.08,-2.69,-0.45,-1.65,0.07,0.37,-0.66,-0.55,-0.37,9.35,-0.44,-2.02,-0.46,-1.76,0.28
49846,0.32,-0.71,-0.50,-0.38,10.29,-1.08,-2.69,-0.45,-1.65,0.07,0.34,-0.68,-0.55,-0.34,9.35,-0.44,-2.02,-0.46,-1.76,0.28
49866,0.32,-0.71,-0.50,-0.38,10.29,-1.08,-2.69,-1.31,0.33,0.18,0.34,-0.68,-0.55,-0.34,9.35,-0.44,-2.02,-0.57,-1.95,0.24
49886,0.31,-0.71,-0.48,-0.41,10.29,-1.08,-2.69,-1.31,0.33,0.18,0.30,-0.70,-0.56,-0.32,9.35,-0.44,-2.02,-0.57,-1.95,0.24
49906,0.31,-0.71,-0.48,-0.41,10.29,-1.08,-2.69,-1.43,0.84,0.00,0.30,-0.70,-0.56,-0.32,9.35,-0.44,-2.02,-0.86,-2.49,0.26
49926,0.31,-0.70,-0.47,-0.44,10.29,-1.08,-2.69,-1.43,0.84,0.00,0.25,-0.73,-0.56,-0.29,9.35,-0.44,-2.02,-0.86,-2.49,0.26
49946,0.31,-0.70,-0.47,-0.44,14.77,2.60,4.94,-1.43,0.84,0.00,0.25,-0.73,-0.56,-0.29,9.35,-0.44,-2.02,-1.38,-3.02,0.39
49966,0.32,-0.68,-0.45,-0.48,14.77,2.60,4.94,-1.43,0.84,0.00,0.19,-0.77,-0.55,-0.28,9.35,-0.44,-2.02,-1.38,-3.02,0.39
49986,0.32,-0.68,-0.45,-0.48,10.13,0.61,-4.79,-1.43,0.84,0.00,0.19,-0.77,-0.55,-0.28,9.35,-0.44,-2.02,-2.84,-2.68,0.56
50006,0.32,-0.67,-0.43,-0.51,10.13,0.61,-4.79,-1.43,0.84,0.00,0.16,-0.78,-0.54,-0.25,9.35,-0.44,-2.02,-2.84,-2.68,0.56
50026,0.32,-0.67,-0.43,-0.51,10.13,0.61,-4.79,-0.73,1.65,0.35,0.16,-0.78,-0.54,-0.25,9.35,-0.44,-2.02,-0.32,-1.51,0.41
50046,0.35,-0.64,-0.42,-0.54,10.13,0.61,-4.79,-0.73,1.65,0.35,0.16,-0.79,-0.54,-0.25,9.35,-0.44,-2.02,-0.32,-1.51,0.41
50066,0.35,-0.64,-0.42,-0.54,8.84,2.21,-6.75,-0.73,1.65,0.35,0.16,-0.79,-0.54,-0.25,9.35,-0.44,-2.02,0.07,-0.41,0.33
50086,0.37,-0.63,-0.39,-0.56,8.84,2.21,-6.75,-0.73,1.65,0.35,0.17,-0.78,-0.54,-0.26,9.35,-0.44,-2.02,0.07,-0.41,0.33
50106,0.37,-0.63,-0.39,-0.56,10.98,-3.45,-5.64,-0.73,1.65,0.35,0.17,-0.78,-0.54,-0.26,5.02,-2.20,-0.79,0.07,-0.41,0.33
50126,0.41,-0.60,-0.38,-0.57,10.98,-3.45,-5.64,-0.73,1.65,0.35,0.22,-0.76,-0.54,-0.29,5.02,-2.20,-0.79,0.07,-0.41,0.33
50146,0.41,-0.60,-0.38,-0.57,10.98,-3.45,-5.64,1.34,1.95,0.80,0.22,-0.76,-0.54,-0.29,5.02,-2.20,-0.79,1.51,2.84,-0.40
50166,0.44,-0.58,-0.38,-0.58,10.98,-3.45,-5.64,1.34,1.95,0.80,0.27,-0.72,-0.53,-0.34,5.02,-2.20,-0.79,1.51,2.84,-0.40
50186,0.44,-0.58,-0.38,-0.58,10.98,-3.45,-5.64,1.32,1.77,0.47,0.27,-0.72,-0.53,-0.34,5.02,-2.20,-0.79,0.93,3.88,-0.62
50206,0.47,-0.56,-0.37,-0.58,10.98,-3.45,-5.64,1.32,1.77,0.47,0.32,-0.68,-0.52,-0.41,5.02,-2.20,-0.79,0.93,3.88,-0.62
50226,0.47,-0.56,-0.37,-0.58,5.66,-0.01,-4.91,1.32,1.77,0.47,0.32,-0.68,-0.52,-0.41,5.02,-2.20,-0.79,-0.08,4.68,-1.07
50246,0.49,-0.54,-0.37,-0.57,5.66,-0.01,-4.91,1.32,1.77,0.47,0.36,-0.62,-0.50,-0.47,5.02,-2.20,-0.79,-0.08,4.68,-1.07
50266,0.49,-0.54,-0.37,-0.57,4.86,0.80,-2.96,1.32,1.77,0.47,0.36,-0.62,-0.50,-0.47,5.02,-2.20,-0.79,0.29,5.08,-0.68
50286,0.51,-0.53,-0.38,-0.56,4.86,0.80,-2.96,1.32,1.77,0.47,0.42,-0.56,-0.48,-0.54,5.02,-2.20,-0.79,0.29,5.08,-0.68
50306,0.51,-0.53,-0.38,-0.56,6.38,1.30,-1.12,1.32,1.77,0.47,0.42,-0.56,-0.48,-0.54,5.02,-2.20,-0.79,0.67,5.28,-0.65
50326,0.52,-0.52,-0.38,-0.56,6.38,1.30,-1.12,1.32,1.77,0.47,0.45,-0.51,-0.43,-0.59,5.02,-2.20,-0.79,0.67,5.28,-0.65
50346,0.52,-0.52,-0.38,-0.56,8.10,0.84,1.26,1.32,1.77,0.47,0.45,-0.51,-0.43,-0.59,5.02,-2.20,-0.79,-0.55,4.76,-0.29
50366,0.53,-0.51,-0.38,-0.56,8.10,0.84,1.26,1.32,1.77,0.47,0.47,-0.47,-0.39,-0.63,5.02,-2.20,-0.79,-0.55,4.76,-0.29
50386,0.53,-0.51,-0.38,-0.56,10.41,-1.04,7.96,1.32,1.77,0.47,0.47,-0.47,-0.39,-0.63,5.02,-2.20,-0.79,-1.31,3.25,0.08
50406,0.54,-0.51,-0.37,-0.56,10.41,-1.04,7.96,1.32,1.77,0.47,0.48,-0.47,-0.37,-0.64,5.02,-2.20,-0.79,-1.31,3.25,0.08
50426,0.54,-0.51,-0.37,-0.56,11.10,0.11,8.46,1.32,1.77,0.47,0.48,-0.47,-0.37,-0.64,5.02,-2.20,-0.79,-0.47,0.41,0.31
50446,0.54,-0.51,-0.36,-0.56,11.10,0.11,8.46,1.32,1.77,0.47,0.46,-0.51,-0.38,-0.62,5.02,-2.20,-0.79,-0.47,0.41,0.31
50466,0.54,-0.51,-0.36,-0.56,10.25,0.45,4.78,1.32,1.77,0.47,0.46,-0.51,-0.38,-0.62,5.02,-2.20,-0.79,-0.50,-2.25,0.43
50486,0.54,-0.51,-0.37,-0.56,10.25,0.45,4.78,1.32,1.77,0.47,0.46,-0.52,-0.40,-0.60,5.02,-2.20,-0.79,-0.50,-2.25,0.43
50506,0.54,-0.51,-0.37,-0.56,7.80,-0.27,-2.42,1.32,1.77,0.47,0.46,-0.52,-0.40,-0.60,11.00,5.69,3.73,-0.50,-2.25,0.43
50526,0.55,-0.50,-0.37,-0.56,7.80,-0.27,-2.42,1.32,1.77,0.47,0.45,-0.52,-0.42,-0.58,11.00,5.69,3.73,-0.50,-2.25,0.43
50546,0.55,-0.50,-0.37,-0.56,12.40,0.45,1.26,1.32,1.77,0.47,0.45,-0.52,-0.42,-0.58,14.49,-2.20,2.54,-0.50,-2.25,0.43
50566,0.54,-0.51,-0.38,-0.55,12.40,0.45,1.26,1.32,1.77,0.47,0.45,-0.53,-0.45,-0.55,14.49,-2.20,2.54,-0.50,-2.25,0.43
50586,0.54,-0.51,-0.38,-0.55,9.03,0.80,2.02,1.32,1.77,0.47,0.45,-0.53,-0.45,-0.55,14.49,-2.20,2.54,1.11,-1.69,0.32
50606,0.52,-0.53,-0.39,-0.54,9.03,0.80,2.02,1.32,1.77,0.47,0.45,-0.55,-0.47,-0.53,14.49,-2.20,2.54,1.11,-1.69,0.32
50626,0.52,-0.53,-0.39,-0.54,7.88,-3.91,-3.76,1.32,1.77,0.47,0.45,-0.55,-0.47,-0.53,14.49,-2.20,2.54,0.15,-1.58,0.37
50646,0.52,-0.55,-0.39,-0.52,7.88,-3.91,-3.76,1.32,1.77,0.47,0.44,-0.56,-0.48,-0.50,14.49,-2.20,2.54,0.15,-1.58,0.37
50666,0.52,-0.55,-0.39,-0.52,10.10,-2.69,-2.15,1.32,1.77,0.47,0.44,-0.56,-0.48,-0.50,14.49,-2.20,2.54,0.49,-1.22,0.34
50686,0.51,-0.56,-0.40,-0.51,10.10,-2.69,-2.15,1.32,1.77,0.47,0.44,-0.58,-0.49,-0.49,14.49,-2.20,2.54,0.49,-1.22,0.34
50706,0.51,-0.56,-0.40,-0.51,8.14,-1.61,-1.12,1.32,1.77,0.47,0.44,-0.58,-0.49,-0.49,14.49,-2.20,2.54,0.33,-1.08,0.36
50726,0.51,-0.57,-0.42,-0.49,8.14,-1.61,-1.12,1.32,1.77,0.47,0.44,-0.58,-0.50,-0.47,14.49,-2.20,2.54,0.33,-1.08,0.36
50746,0.51,-0.57,-0.42,-0.49,9.52,-1.35,-2.42,1.32,1.77,0.47,0.44,-0.58,-0.50,-0.47,14.49,-2.20,2.54,0.26,-0.91,0.29
50766,0.50,-0.59,-0.42,-0.48,9.52,-1.35,-2.42,1.32,1.77,0.47,0.43,-0.60,-0.50,-0.46,14.49,-2.20,2.54,0.26,-0.91,0.29
50786,0.50,-0.59,-0.42,-0.48,9.26,-1.16,-2.38,1.32,1.77,0.47,0.43,-0.60,-0.50,-0.46,14.49,-2.20,2.54,-0.43,-0.77,0.29
50806,0.48,-0.61,-0.43,-0.47,9.26,-1.16,-2.38,1.32,1.77,0.47,0.42,-0.61,-0.50,-0.46,14.49,-2.20,2.54,-0.43,-0.77,0.29
50826,0.48,-0.61,-0.43,-0.47,9.26,-1.16,-2.38,-0.67,-1.31,0.08,0.42,-0.61,-0.50,-0.46,14.49,-2.20,2.54,-0.20,-0.57,0.25
50846,0.46,-0.63,-0.43,-0.46,9.26,-1.16,-2.38,-0.67,-1.31,0.08,0.42,-0.62,-0.49,-0.45,14.49,-2.20,2.54,-0.20,-0.57,0.25
50866,0.46,-0.63,-0.43,-0.46,9.18,-4.03,-2.27,-0.67,-1.31,0.08,0.42,-0.62,-0.49,-0.45,14.49,-2.20,2.54,-0.36,-0.47,0.25
50886,0.45,-0.64,-0.44,-0.44,9.18,-4.03,-2.27,-0.67,-1.31,0.08,0.41,-0.63,-0.49,-0.45,14.49,-2.20,2.54,-0.36,-0.47,0.25
50906,0.45,-0.64,-0.44,-0.44,9.03,-1.23,-1.73,-0.67,-1.31,0.08,0.41,-0.63,-0.49,-0.45,9.55,0.06,-2.21,-0.36,-0.47,0.25
50926,0.42,-0.66,-0.45,-0.43,9.03,-1.23,-1.73,-0.67,-1.31,0.08,0.40,-0.64,-0.49,-0.44,9.55,0.06,-2.21,-0.36,-0.47,0.25
50946,0.42,-0.66,-0.45,-0.43,9.11,-0.77,-1.23,-0.67,-1.31,0.08,0.40,-0.64,-0.49,-0.44,9.55,0.06,-2.21,-0.47,-0.56,0.31
50966,0.40,-0.68,-0.45,-0.42,9.11,-0.77,-1.23,-0.67,-1.31,0.08,0.39,-0.65,-0.49,-0.43,9.55,0.06,-2.21,-0.47,-0.56,0.31
50986,0.40,-0.68,-0.45,-0.42,9.33,-1.31,-1.16,-0.67,-1.31,0.08,0.39,-0.65,-0.49,-0.43,9.55,0.06,-2.21,-0.25,-0.76,0.42
51006,0.37,-0.70,-0.45,-0.40,9.33,-1.31,-1.16,-0.67,-1.31,0.08,0.38,-0.66,-0.48,-0.42,9.55,0.06,-2.21,-0.25,-0.76,0.42
51026,0.37,-0.70,-0.45,-0.40,9.45,-2.65,-2.54,-0.67,-1.31,0.08,0.38,-0.66,-0.48,-0.42,9.55,0.06,-2.21,-0.30,-0.94,0.40
51046,0.35,-0.72,-0.45,-0.39,9.45,-2.65,-2.54,-0.67,-1.31,0.08,0.37,-0.68,-0.49,-0.40,9.55,0.06,-2.21,-0.30,-0.94,0.40
51066,0.35,-0.72,-0.45,-0.39,8.95,-0.58,-1.88,-0.67,-1.31,0.08,0.37,-0.68,-0.49,-0.40,9.55,0.06,-2.21,-0.25,-1.15,0.43
51086,0.32,-0.74,-0.45,-0.39,8.95,-0.58,-1.88,-0.67,-1.31,0.08,0.36,-0.70,-0.48,-0.39,9.55,0.06,-2.21,-0.25,-1.15,0.43
51106,0.32,-0.74,-0.45,-0.39,10.21,-1.61,-2.34,-0.67,-1.31,0.08,0.36,-0.70,-0.48,-0.39,9.55,0.06,-2.21,-0.60,-1.36,0.49
51126,0.29,-0.76,-0.43,-0.39,10.21,-1.61,-2.34,-0.67,-1.31,0.08,0.34,-0.72,-0.48,-0.37,9.55,0.06,-2.21,-0.60,-1.36,0.49
51146,0.29,-0.76,-0.43,-0.39,13.31,-1.96,-0.66,-0.67,-1.31,0.08,0.34,-0.72,-0.48,-0.37,9.55,0.06,-2.21,-0.69,-1.65,0.50
51166,0.28,-0.77,-0.41,-0.41,13.31,-1.96,-0.66,-0.67,-1.31,0.08,0.30,-0.75,-0.48,-0.34,9.55,0.06,-2.21,-0.69,-1.65,0.50
51186,0.28,-0.77,-0.41,-0.41,15.38,-2.11,2.56,-0.67,-1.31,0.08,0.30,-0.75,-0.48,-0.34,9.55,0.06,-2.21,-1.15,-2.15,0.43
51206,0.27,-0.76,-0.39,-0.45,15.38,-2.11,2.56,-0.67,-1.31,0.08,0.26,-0.77,-0.48,-0.31,9.55,0.06,-2.21,-1.15,-2.15,0.43
51226,0.27,-0.76,-0.39,-0.45,16.35,5.09,5.13,-0.67,-1.31,0.08,0.26,-0.77,-0.48,-0.31,9.55,0.06,-2.21,-1.14,-2.79,0.40
51246,0.27,-0.74,-0.38,-0.50,16.35,5.09,5.13,-0.67,-1.31,0.08,0.20,-0.81,-0.47,-0.29,9.55,0.06,-2.21,-1.14,-2.79,0.40
51266,0.27,-0.74,-0.38,-0.50,11.70,3.48,1.03,-0.67,-1.31,0.08,0.20,-0.81,-0.47,-0.29,15.90,-1.21,-3.93,-1.14,-2.79,0.40
51286,0.26,-0.72,-0.35,-0.54,11.70,3.48,1.03,-0.67,-1.31,0.08,0.16,-0.84,-0.45,-0.26,15.90,-1.21,-3.93,-1.14,-2.79,0.40
51306,0.26,-0.72,-0.35,-0.54,11.70,3.48,1.03,-1.59,2.11,0.15,0.16,-0.84,-0.45,-0.26,15.90,-1.21,-3.93,-1.16,-2.15,0.82
51326,0.28,-0.70,-0.32,-0.58,11.70,3.48,1.03,-1.59,2.11,0.15,0.15,-0.85,-0.44,-0.24,15.90,-1.21,-3.93,-1.16,-2.15,0.82
51346,0.28,-0.70,-0.32,-0.58,13.17,-0.62,-6.44,-1.59,2.11,0.15,0.15,-0.85,-0.44,-0.24,15.90,-1.21,-3.93,-0.31,-0.80,0.83
51366,0.29,-0.67,-0.29,-0.61,13.17,-0.62,-6.44,-1.59,2.11,0.15,0.15,-0.86,-0.42,-0.26,15.90,-1.21,-3.93,-0.31,-0.80,0.83
51386,0.29,-0.67,-0.29,-0.61,12.74,0.18,-5.98,-1.59,2.11,0.15,0.15,-0.86,-0.42,-0.26,5.41,0.25,-0.52,-0.31,-0.80,0.83
51406,0.31,-0.65,-0.26,-0.64,12.74,0.18,-5.98,-1.59,2.11,0.15,0.18,-0.85,-0.41,-0.29,5.41,0.25,-0.52,-0.31,-0.80,0.83
51426,0.31,-0.65,-0.26,-0.64,7.38,0.07,-5.48,-1.59,2.11,0.15,0.18,-0.85,-0.41,-0.29,5.41,0.25,-0.52,0.89,2.52,0.46
51454,0.33,-0.62,-0.24,-0.66,7.38,0.07,-5.48,-1.59,2.11,0.15,0.22,-0.82,-0.39,-0.35,5.41,0.25,-0.52,0.89,2.52,0.46
51466,0.33,-0.62,-0.24,-0.66,7.30,0.26,-4.83,-1.59,2.11,0.15,0.22,-0.82,-0.39,-0.35,5.41,0.25,-0.52,0.22,3.75,0.30
51486,0.33,-0.62,-0.24,-0.66,4.81,-0.31,-5.07,-1.59,2.11,0.15,0.24,-0.79,-0.37,-0.43,5.41,0.25,-0.52,0.22,3.75,0.30
51506,0.36,-0.59,-0.23,-0.68,4.81,-0.31,-5.07,-1.59,2.11,0.15,0.24,-0.79,-0.37,-0.43,8.71,3.62,-4.20,0.22,3.75,0.30
51526,0.36,-0.59,-0.23,-0.68,4.20,-0.35,-4.91,-1.59,2.11,0.15,0.26,-0.75,-0.34,-0.51,8.71,3.62,-4.20,0.22,3.75,0.30
51546,0.37,-0.59,-0.22,-0.68,4.20,-0.35,-4.91,-1.59,2.11,0.15,0.26,-0.75,-0.34,-0.51,8.71,3.62,-4.20,-1.29,5.08,-0.51
51566,0.37,-0.59,-0.22,-0.68,3.43,0.45,-3.57,-1.59,2.11,0.15,0.27,-0.69,-0.30,-0.60,8.71,3.62,-4.20,-1.29,5.08,-0.51
51586,0.38,-0.59,-0.22,-0.68,3.43,0.45,-3.57,-1.59,2.11,0.15,0.27,-0.69,-0.30,-0.60,8.71,3.62,-4.20,-1.43,5.26,-0.06
51606,0.38,-0.59,-0.22,-0.68,6.00,0.11,0.07,-1.59,2.11,0.15,0.28,-0.64,-0.26,-0.67,8.71,3.62,-4.20,-1.43,5.26,-0.06
51626,0.39,-0.59,-0.22,-0.68,6.00,0.11,0.07,-1.59,2.11,0.15,0.28,-0.64,-0.26,-0.67,8.71,3.62,-4.20,-0.90,5.05,-0.07
51646,0.39,-0.59,-0.22,-0.68,8.91,-0.50,2.10,-1.59,2.11,0.15,0.28,-0.59,-0.21,-0.72,8.71,3.62,-4.20,-0.90,5.05,-0.07
51666,0.38,-0.59,-0.20,-0.68,8.91,-0.50,2.10,-1.59,2.11,0.15,0.28,-0.59,-0.21,-0.72,10.12,0.52,-8.18,-0.90,5.05,-0.07
51686,0.38,-0.59,-0.20,-0.68,10.37,0.26,7.77,-1.59,2.11,0.15,0.28,-0.58,-0.18,-0.74,10.12,0.52,-8.18,-0.90,5.05,-0.07
51706,0.38,-0.60,-0.20,-0.68,10.37,0.26,7.77,-1.59,2.11,0.15,0.28,-0.58,-0.18,-0.74,10.12,0.52,-8.18,-1.10,1.14,0.30
51726,0.38,-0.60,-0.20,-0.68,10.94,-1.73,7.46,-1.59,2.11,0.15,0.28,-0.60,-0.19,-0.73,10.12,0.52,-8.18,-1.10,1.14,0.30
51746,0.38,-0.60,-0.20,-0.67,10.94,-1.73,7.46,-1.59,2.11,0.15,0.28,-0.60,-0.19,-0.73,10.12,0.52,-8.18,0.37,-1.61,0.09
51766,0.38,-0.60,-0.20,-0.67,7.91,-0.66,0.41,-1.59,2.11,0.15,0.28,-0.61,-0.21,-0.71,10.12,0.52,-8.18,0.37,-1.61,0.09
51786,0.38,-0.60,-0.21,-0.67,7.91,-0.66,0.41,-1.59,2.11,0.15,0.28,-0.61,-0.21,-0.71,10.12,0.52,-8.18,1.07,-0.83,0.01
51806,0.38,-0.60,-0.21,-0.67,11.67,-1.27,7.04,-1.59,2.11,0.15,0.29,-0.62,-0.23,-0.69,10.12,0.52,-8.18,1.07,-0.83,0.01
51826,0.39,-0.60,-0.22,-0.67,11.67,-1.27,7.04,-1.59,2.11,0.15,0.29,-0.62,-0.23,-0.69,10.12,0.52,-8.18,1.11,-1.30,-0.25
51846,0.39,-0.60,-0.22,-0.67,13.36,1.22,0.72,-1.59,2.11,0.15,0.30,-0.64,-0.25,-0.66,10.12,0.52,-8.18,1.11,-1.30,-0.25
51866,0.38,-0.62,-0.22,-0.65,13.36,1.22,0.72,-1.59,2.11,0.15,0.30,-0.64,-0.25,-0.66,10.12,0.52,-8.18,1.44,-1.73,0.21
51886,0.38,-0.62,-0.22,-0.65,8.53,-1.23,-3.76,-1.59,2.11,0.15,0.29,-0.66,-0.26,-0.64,10.12,0.52,-8.18,1.44,-1.73,0.21
51906,0.36,-0.64,-0.21,-0.64,8.53,-1.23,-3.76,-1.59,2.11,0.15,0.29,-0.66,-0.26,-0.64,10.12,0.52,-8.18,-0.06,-1.56,0.39
51926,0.36,-0.64,-0.21,-0.64,8.53,-1.23,-3.76,-1.32,-0.33,0.37,0.29,-0.68,-0.26,-0.62,10.12,0.52,-8.18,-0.06,-1.56,0.39
51946,0.36,-0.66,-0.21,-0.63,8.53,-1.23,-3.76,-1.32,-0.33,0.37,0.29,-0.68,-0.26,-0.62,10.12,0.52,-8.18,0.00,-1.18,0.36
51966,0.36,-0.66,-0.21,-0.63,9.75,-2.50,-2.00,-1.32,-0.33,0.37,0.29,-0.69,-0.27,-0.60,10.12,0.52,-8.18,0.00,-1.18,0.36
51986,0.35,-0.67,-0.21,-0.62,9.75,-2.50,-2.00,-1.32,-0.33,0.37,0.29,-0.69,-0.27,-0.60,10.12,0.52,-8.18,0.35,-1.00,0.31
52006,0.35,-0.67,-0.21,-0.62,8.80,-1.84,-2.15,-1.32,-0.33,0.37,0.29,-0.70,-0.27,-0.59,10.12,0.52,-8.18,0.35,-1.00,0.31
52026,0.34,-0.69,-0.21,-0.61,8.80,-1.84,-2.15,-1.32,-0.33,0.37,0.29,-0.70,-0.27,-0.59,10.04,-0.71,-2.67,0.35,-1.00,0.31
52046,0.34,-0.69,-0.21,-0.61,9.29,-1.35,-2.50,-1.32,-0.33,0.37,0.29,-0.71,-0.26,-0.58,10.04,-0.71,-2.67,0.35,-1.00,0.31
52066,0.33,-0.71,-0.21,-0.59,9.29,-1.35,-2.50,-1.32,-0.33,0.37,0.29,-0.71,-0.26,-0.58,10.04,-0.71,-2.67,-0.44,-0.54,0.22
52086,0.33,-0.71,-0.21,-0.59,9.22,-1.31,-2.07,-1.32,-0.33,0.37,0.28,-0.72,-0.26,-0.58,10.04,-0.71,-2.67,-0.44,-0.54,0.22
